Transaction_ID,Sender_Account_ID,Receiver_Account_ID,Amount_THB,Timestamp,Channel,Is_Scam_Inflow,Is_Mule_Outflow,Sender_Is_Mule,Receiver_Is_Mule
TXN0007199,ACC01280,ACC00392,1400.88,2026-04-13 16:18:00.000000,Branch,0,0,0,0
TXN0001517,ACC01760,ACC00832,236.02,2026-04-06 17:16:00.000000,Branch,0,0,0,0
TXN0002902,ACC01021,ACC01678,730.51,2026-04-06 12:27:00.000000,Mobile,0,0,0,0
TXN0005666,ACC00453,ACC01210,1532.53,2026-04-13 13:28:00.000000,Mobile,0,0,0,0
TXN0006201,ACC00632,ACC01616,1128.87,2026-04-17 15:31:00.000000,Internet Banking,0,0,0,0
TXN0003371,ACC00266,ACC01851,377.21,2026-04-26 09:41:00.000000,Branch,0,0,0,0
TXN0005707,ACC01042,ACC01380,239.68,2026-04-13 17:39:00.000000,Mobile,0,0,0,0
TXN0010985,ACC01839,ACC00545,447.82,2026-04-19 13:26:00.000000,Internet Banking,0,0,0,0
TXN0006718,ACC00818,ACC01519,649.19,2026-04-23 17:29:00.000000,Mobile,0,0,0,0
TXN0005408,ACC00253,ACC01482,184.64,2026-03-29 16:35:00.000000,Mobile,0,0,0,0
TXN0004741,ACC01776,ACC01821,297.15,2026-04-22 18:32:00.000000,Mobile,0,0,0,0
TXN0003586,ACC01194,ACC01013,906.94,2026-04-11 13:27:00.000000,Internet Banking,0,0,0,0
TXN0000701,ACC00900,ACC01361,689.43,2026-04-14 12:03:00.000000,Mobile,0,0,0,0
TXN0002175,ACC01374,ACC00663,731.06,2026-04-27 21:04:00.000000,ATM,0,0,0,0
TXN0010945,ACC01597,ACC00804,25000.0,2026-04-10 15:56:00.000000,ATM,0,0,0,0
TXN0000071,ACC00826,ACC00143,18766.0,2026-04-24 10:46:00.000000,Internet Banking,1,0,0,1
TXN0005747,ACC00690,ACC00701,324.22,2026-04-17 23:24:00.000000,Mobile,0,0,0,0
TXN0006462,ACC01938,ACC01063,729.9,2026-04-06 17:55:00.000000,Internet Banking,0,0,0,0
TXN0003778,ACC01637,ACC01010,491.39,2026-04-12 09:29:00.000000,Internet Banking,0,0,0,0
TXN0005767,ACC00458,ACC00577,253.64,2026-04-10 12:53:00.000000,Mobile,0,0,0,0
TXN0008930,ACC01065,ACC00561,1786.51,2026-04-18 13:09:00.000000,ATM,0,0,0,0
TXN0001741,ACC01408,ACC00566,775.43,2026-04-06 22:16:00.000000,ATM,0,0,0,0
TXN0002474,ACC00040,ACC01746,1089.79,2026-04-03 09:35:00.000000,Mobile,0,0,0,0
TXN0009486,ACC01472,ACC00518,381.94,2026-04-04 18:32:00.000000,Mobile,0,0,0,0
TXN0002423,ACC00735,ACC01376,104.97,2026-04-11 18:00:00.000000,ATM,0,0,0,0
TXN0000938,ACC01144,ACC00037,5000.0,2026-04-08 14:17:00.000000,Mobile,0,0,0,0
TXN0002928,ACC00790,ACC00307,255.26,2026-04-01 15:25:00.000000,Internet Banking,0,0,0,0
TXN0011909,ACC01187,ACC00560,123.01,2026-04-14 17:19:00.000000,Mobile,0,0,0,0
TXN0003414,ACC01624,ACC00517,30000.0,2026-04-24 21:44:00.000000,Mobile,0,0,0,0
TXN0000150,ACC00094,ACC00342,9500.0,2026-04-07 07:10:00.000000,Mobile,1,0,0,1
TXN0004419,ACC01040,ACC01672,141.86,2026-04-01 19:35:00.000000,Mobile,0,0,0,0
TXN0003039,ACC01077,ACC00391,2640.0,2026-04-11 16:11:00.000000,Internet Banking,0,0,0,0
TXN0011857,ACC01586,ACC00615,1554.27,2026-04-03 17:43:00.000000,Mobile,0,0,0,0
TXN0007938,ACC01821,ACC01179,590.3,2026-04-11 10:48:00.000000,Mobile,0,0,0,0
TXN0004755,ACC00440,ACC00917,467.81,2026-04-20 09:32:00.000000,Internet Banking,0,0,0,0
TXN0005471,ACC00479,ACC00983,104.48,2026-04-06 22:30:00.000000,Mobile,0,0,0,0
TXN0006612,ACC01717,ACC00980,92.22,2026-04-05 16:20:00.000000,Mobile,0,0,0,0
TXN0003083,ACC01649,ACC01371,15000.0,2026-04-09 20:35:00.000000,Mobile,0,0,0,0
TXN0001635,ACC00064,ACC00318,233.24,2026-03-30 14:09:00.000000,Mobile,0,0,0,0
TXN0005492,ACC01124,ACC00828,3333.19,2026-04-14 14:51:00.000000,Branch,0,0,0,0
TXN0002088,ACC00231,ACC01542,30000.0,2026-04-12 15:18:00.000000,ATM,0,0,0,0
TXN0002070,ACC00248,ACC01479,1886.09,2026-04-05 08:45:00.000000,Internet Banking,0,0,0,0
TXN0001435,ACC01608,ACC00447,89.22,2026-04-12 20:17:00.000000,ATM,0,0,0,0
TXN0009056,ACC00039,ACC01468,675.61,2026-04-16 18:48:00.000000,ATM,0,0,0,0
TXN0004739,ACC01035,ACC00651,1374.92,2026-04-03 20:51:00.000000,Mobile,0,0,0,0
TXN0002496,ACC01503,ACC00555,150.09,2026-04-22 14:58:00.000000,Internet Banking,0,0,0,0
TXN0010019,ACC01659,ACC01090,850.68,2026-04-04 11:13:00.000000,Internet Banking,0,0,0,0
TXN0005035,ACC00018,ACC00630,1040.77,2026-04-18 09:43:00.000000,Internet Banking,0,0,0,0
TXN0005494,ACC00852,ACC00156,1053.57,2026-04-07 16:14:00.000000,ATM,0,0,0,0
TXN0006394,ACC00388,ACC01337,117.51,2026-04-05 22:11:00.000000,Internet Banking,0,0,0,0
TXN0011124,ACC00334,ACC01377,111.05,2026-04-19 13:49:00.000000,Mobile,0,0,0,0
TXN0006438,ACC00201,ACC01144,588.34,2026-04-13 13:23:00.000000,Mobile,0,0,0,0
TXN0001748,ACC01989,ACC01236,1266.25,2026-04-07 16:38:00.000000,ATM,0,0,0,0
TXN0005148,ACC00491,ACC00101,1826.94,2026-04-06 19:50:00.000000,Mobile,0,0,0,0
TXN0002460,ACC01754,ACC00394,502.67,2026-04-18 11:25:00.000000,Mobile,0,0,0,0
TXN0005381,ACC01868,ACC00830,489.28,2026-04-17 20:08:00.000000,Mobile,0,0,0,0
TXN0010142,ACC01351,ACC00195,697.29,2026-04-09 14:57:00.000000,Branch,0,0,0,0
TXN0003144,ACC01053,ACC00937,467.68,2026-04-13 09:09:00.000000,ATM,0,0,0,0
TXN0007992,ACC00128,ACC00183,598.58,2026-04-20 17:57:00.000000,Internet Banking,0,0,0,0
TXN0007140,ACC00800,ACC01196,1238.16,2026-04-02 14:15:00.000000,Mobile,0,0,0,0
TXN0005336,ACC00856,ACC00602,481.02,2026-04-26 12:10:00.000000,ATM,0,0,0,0
TXN0002392,ACC00525,ACC01460,810.56,2026-04-14 13:24:00.000000,Branch,0,0,0,0
TXN0001733,ACC01605,ACC01335,2152.56,2026-04-13 11:26:00.000000,Mobile,0,0,0,0
TXN0001492,ACC01790,ACC00289,2252.11,2026-03-30 16:16:00.000000,Branch,0,0,0,0
TXN0000425,ACC00626,ACC01075,30000.0,2026-04-20 01:05:00.000000,Internet Banking,1,0,0,1
TXN0007308,ACC01481,ACC01776,402.96,2026-04-11 08:31:00.000000,Mobile,0,0,0,0
TXN0008679,ACC01195,ACC01967,1408.82,2026-04-13 03:06:00.000000,Mobile,0,0,0,0
TXN0009993,ACC00333,ACC01362,394.2,2026-04-09 17:30:00.000000,Mobile,0,0,0,0
TXN0005644,ACC00117,ACC00741,125.4,2026-04-26 10:06:00.000000,Mobile,0,0,0,0
TXN0007842,ACC00885,ACC00179,872.95,2026-04-19 10:04:00.000000,Mobile,0,0,0,0
TXN0004699,ACC00094,ACC00907,74.49,2026-04-23 10:59:00.000000,Internet Banking,0,0,0,0
TXN0010686,ACC00748,ACC01207,433.17,2026-04-11 15:57:00.000000,Internet Banking,0,0,0,0
TXN0008103,ACC00943,ACC00779,433.86,2026-04-07 21:56:00.000000,Mobile,0,0,0,0
TXN0011555,ACC01601,ACC01671,789.26,2026-04-01 20:43:00.000000,Mobile,0,0,0,0
TXN0011552,ACC00042,ACC00889,1289.14,2026-04-25 14:52:00.000000,Mobile,0,0,0,0
TXN0007856,ACC00361,ACC00740,1258.0,2026-03-30 18:37:00.000000,Internet Banking,0,0,0,0
TXN0011930,ACC00140,ACC01245,2319.62,2026-04-15 13:09:00.000000,Mobile,0,0,0,0
TXN0009452,ACC00928,ACC00280,1813.15,2026-04-25 12:41:00.000000,Mobile,0,0,0,0
TXN0002860,ACC01062,ACC01296,837.76,2026-04-27 04:31:00.000000,Mobile,0,0,0,0
TXN0011616,ACC01229,ACC01990,580.58,2026-04-22 11:01:00.000000,Mobile,0,0,0,0
TXN0003956,ACC01807,ACC01024,1298.45,2026-03-30 22:16:00.000000,Mobile,0,0,0,0
TXN0006146,ACC00031,ACC00808,5000.0,2026-04-20 11:43:00.000000,Mobile,0,0,0,0
TXN0000020,ACC00065,ACC00929,15000.0,2026-04-22 06:24:20.332876,ATM,0,1,1,0
TXN0002408,ACC00521,ACC01696,619.84,2026-04-26 15:39:00.000000,Mobile,0,0,0,0
TXN0009418,ACC00303,ACC01255,2864.01,2026-04-21 19:09:00.000000,Mobile,0,0,0,0
TXN0011558,ACC00353,ACC00158,89.95,2026-04-15 09:26:00.000000,Internet Banking,0,0,0,0
TXN0011074,ACC00672,ACC00558,30000.0,2026-04-01 17:45:00.000000,Mobile,0,0,0,0
TXN0002349,ACC01435,ACC00099,283.61,2026-04-14 13:37:00.000000,ATM,0,0,0,0
TXN0006803,ACC01650,ACC01829,1449.18,2026-04-23 12:52:00.000000,Mobile,0,0,0,0
TXN0011793,ACC00888,ACC01096,30000.0,2026-04-14 14:12:00.000000,Mobile,0,0,0,0
TXN0007109,ACC00038,ACC01467,86.77,2026-04-08 06:38:00.000000,Mobile,0,0,0,0
TXN0004190,ACC00700,ACC01492,546.79,2026-04-16 12:54:00.000000,ATM,0,0,0,0
TXN0006499,ACC00707,ACC00406,1246.28,2026-03-30 14:35:00.000000,Internet Banking,0,0,0,0
TXN0001618,ACC01060,ACC00910,347.52,2026-03-30 21:21:00.000000,Branch,0,0,0,0
TXN0004975,ACC01501,ACC00611,1099.44,2026-04-13 15:45:00.000000,ATM,0,0,0,0
TXN0001167,ACC00453,ACC00651,2317.09,2026-04-14 19:33:00.000000,Mobile,0,0,0,0
TXN0008632,ACC01263,ACC00453,2142.97,2026-04-10 11:57:00.000000,Mobile,0,0,0,0
TXN0003095,ACC00654,ACC00413,328.33,2026-04-09 18:22:00.000000,Mobile,0,0,0,0
TXN0001845,ACC00457,ACC00326,755.86,2026-04-24 11:47:00.000000,Mobile,0,0,0,0
TXN0010401,ACC00216,ACC00851,469.62,2026-04-13 09:52:00.000000,Mobile,0,0,0,0
TXN0003071,ACC01025,ACC01100,240.13,2026-04-05 14:25:00.000000,Mobile,0,0,0,0
TXN0002128,ACC00932,ACC00145,1409.75,2026-04-07 12:35:00.000000,Internet Banking,0,0,0,0
TXN0008673,ACC00855,ACC00755,593.73,2026-03-30 08:31:00.000000,Mobile,0,0,0,0
TXN0000397,ACC00995,ACC00887,2600.0,2026-04-01 23:35:41.599540,Mobile,0,1,1,0
TXN0010777,ACC00338,ACC01009,500.42,2026-04-23 14:06:00.000000,Mobile,0,0,0,0
TXN0008061,ACC01892,ACC01085,336.98,2026-04-18 17:20:00.000000,Mobile,0,0,0,0
TXN0005043,ACC00277,ACC01202,789.62,2026-04-27 11:51:00.000000,Mobile,0,0,0,0
TXN0009579,ACC01014,ACC00119,1225.16,2026-04-08 18:22:00.000000,Mobile,0,0,0,0
TXN0002076,ACC01252,ACC01423,701.07,2026-04-16 15:45:00.000000,Mobile,0,0,0,0
TXN0007865,ACC01646,ACC01671,768.14,2026-04-14 17:25:00.000000,Mobile,0,0,0,0
TXN0003450,ACC01125,ACC01150,3754.38,2026-04-07 05:53:00.000000,Mobile,0,0,0,0
TXN0010101,ACC01984,ACC01469,610.47,2026-04-26 14:35:00.000000,Internet Banking,0,0,0,0
TXN0007473,ACC01658,ACC00455,902.31,2026-03-30 17:49:00.000000,Branch,0,0,0,0
TXN0009402,ACC00050,ACC00030,206.39,2026-04-22 13:55:00.000000,ATM,0,0,0,0
TXN0009192,ACC01611,ACC00460,441.03,2026-03-29 18:47:00.000000,Mobile,0,0,0,0
TXN0011647,ACC00896,ACC00323,931.01,2026-04-11 15:20:00.000000,Mobile,0,0,0,0
TXN0003147,ACC00364,ACC00471,119.65,2026-04-16 15:40:00.000000,Internet Banking,0,0,0,0
TXN0011069,ACC00889,ACC01155,1598.67,2026-04-08 10:50:00.000000,ATM,0,0,0,0
TXN0003459,ACC01543,ACC00066,434.16,2026-03-31 16:01:00.000000,Mobile,0,0,0,0
TXN0009299,ACC00773,ACC01926,666.17,2026-04-27 17:00:00.000000,Mobile,0,0,0,0
TXN0001644,ACC01963,ACC01224,1102.23,2026-04-12 14:47:00.000000,Internet Banking,0,0,0,0
TXN0007500,ACC01143,ACC01291,441.96,2026-04-10 10:15:00.000000,Mobile,0,0,0,0
TXN0006572,ACC01159,ACC01083,395.67,2026-04-15 10:53:00.000000,Mobile,0,0,0,0
TXN0006135,ACC00248,ACC01427,826.48,2026-03-29 03:08:00.000000,Mobile,0,0,0,0
TXN0010222,ACC00847,ACC01302,1962.65,2026-04-01 08:26:00.000000,Mobile,0,0,0,0
TXN0011698,ACC00915,ACC01855,563.2,2026-04-21 12:57:00.000000,Mobile,0,0,0,0
TXN0002895,ACC00657,ACC01351,346.57,2026-04-24 20:20:00.000000,Internet Banking,0,0,0,0
TXN0003119,ACC00593,ACC00609,667.62,2026-04-16 09:09:00.000000,Mobile,0,0,0,0
TXN0002475,ACC01530,ACC00549,518.26,2026-04-27 10:47:00.000000,Mobile,0,0,0,0
TXN0009927,ACC01077,ACC01837,1978.77,2026-04-05 12:55:00.000000,Mobile,0,0,0,0
TXN0003661,ACC01979,ACC00255,573.12,2026-04-04 21:46:00.000000,Internet Banking,0,0,0,0
TXN0002413,ACC00078,ACC01625,699.65,2026-04-15 13:38:00.000000,Mobile,0,0,0,0
TXN0008166,ACC01492,ACC01967,227.96,2026-04-13 18:38:00.000000,Mobile,0,0,0,0
TXN0004041,ACC01815,ACC01079,1346.49,2026-04-15 14:26:00.000000,Mobile,0,0,0,0
TXN0004607,ACC01632,ACC00236,86.43,2026-04-23 16:27:00.000000,Mobile,0,0,0,0
TXN0009241,ACC01210,ACC00835,214.95,2026-04-16 08:10:00.000000,Mobile,0,0,0,0
TXN0010059,ACC00870,ACC01795,92.93,2026-04-02 16:20:00.000000,Mobile,0,0,0,0
TXN0001419,ACC00865,ACC00525,10000.0,2026-04-19 09:05:00.000000,Mobile,0,0,0,0
TXN0004833,ACC00298,ACC00639,2027.91,2026-04-15 17:08:00.000000,Mobile,0,0,0,0
TXN0002326,ACC00933,ACC00105,361.41,2026-04-04 07:41:00.000000,Mobile,0,0,0,0
TXN0011453,ACC00505,ACC01351,3439.0,2026-04-27 13:31:00.000000,Mobile,0,0,0,0
TXN0004484,ACC01479,ACC00659,211.98,2026-04-06 06:24:00.000000,Internet Banking,0,0,0,0
TXN0006976,ACC00715,ACC00481,1369.08,2026-04-23 13:32:00.000000,Mobile,0,0,0,0
TXN0009344,ACC01483,ACC00900,1345.94,2026-04-24 12:29:00.000000,Internet Banking,0,0,0,0
TXN0009320,ACC00063,ACC00427,292.5,2026-04-11 13:22:00.000000,Mobile,0,0,0,0
TXN0010417,ACC01311,ACC00820,131.67,2026-03-30 18:53:00.000000,Internet Banking,0,0,0,0
TXN0000201,ACC00394,ACC00422,5000.0,2026-04-24 02:18:00.000000,Mobile,1,0,0,1
TXN0008486,ACC00176,ACC00594,1083.27,2026-04-08 18:42:00.000000,Mobile,0,0,0,0
TXN0009368,ACC00247,ACC00787,1018.59,2026-03-30 17:15:00.000000,Internet Banking,0,0,0,0
TXN0006907,ACC00317,ACC00066,564.41,2026-04-14 09:34:00.000000,Internet Banking,0,0,0,0
TXN0004398,ACC00354,ACC01853,1712.03,2026-04-20 09:18:00.000000,ATM,0,0,0,0
TXN0004346,ACC00548,ACC00466,514.86,2026-04-03 16:27:00.000000,Internet Banking,0,0,0,0
TXN0008310,ACC00030,ACC00611,963.31,2026-04-22 08:37:00.000000,Mobile,0,0,0,0
TXN0001471,ACC01466,ACC01100,4617.02,2026-04-23 06:22:00.000000,Internet Banking,0,0,0,0
TXN0000374,ACC00918,ACC01193,15000.0,2026-04-04 20:51:20.914052,ATM,0,1,1,0
TXN0000430,ACC01075,ACC00004,72200.0,2026-04-08 13:04:59.734410,Mobile,0,1,1,0
